,title,vote_average,release_date,runtime,genres
877483,Ulysse est revenu,0.0,1978-07-03,90,Drama
177910,Full Ride,3.5,2002-08-28,98,"Romance, Comedy"
925564,Tricicle: Sit,0.0,2002-05-28,85,Comedy
381768,Boxed Man,0.0,1998-08-13,106,"Drama, Comedy"
842850,Rumpe und Tuli,0.0,2010-08-26,90,Animation
120505,32 Hours 7 Minutes,5.8,2013-02-11,101,Documentary
113148,Joy of Madness,5.8,2004-07-15,73,Documentary
255635,Heavenly,8.0,1988-01-01,77,Fantasy
923846,"Siraba, the Great Way",0.0,2003-06-11,104,Drama
177002,Naaraaz,5.5,1994-08-19,125,"Drama, Action"
114204,Marriage with a Fool,4.8,2006-03-23,96,Romance
500382,Love's Places - Plätze der Liebe,0.0,2019-11-26,90,Drama
73440,Drones,5.545,2010-01-23,96,"Comedy, Science Fiction"
7465,Bratz,5.7,2007-08-03,102,"Comedy, Music, Family"
248652,Divorce Las Vegas Style,2.0,1970-08-07,95,"Drama, Comedy"
758492,Escort Service,0.0,2001-05-04,81,Drama
247370,Prince of the Hit Parade,2.0,1991-01-25,111,"Comedy, Music"
71371,Iz zhizni otdykhayushchikh,6.6,1981-05-18,80,"Comedy, Drama, Romance"
173429,24 Hour Love,4.8,2013-03-19,98,"Drama, Romance"
348530,Galaxy of the Dinosaurs,2.0,1992-10-10,65,Science Fiction
160279,Les Paul: Chasing Sound!,6.3,2007-10-14,90,Documentary
97073,Winners Take All,6.4,1987-02-27,102,"Action, Adventure"
55719,Schemes in Antiques,6.647,2021-12-02,123,"Adventure, Mystery, Action, Comedy"
45634,Male Hunt,6.9,1964-09-18,91,Comedy
119796,Youngju,6.6,2018-11-22,100,Drama
192224,Gunfight at La Mesa,3.0,2010-05-18,88,Western
180189,Ghost Rider 666 What The F**k,8.0,2011-12-15,120,Documentary
316833,Brother Wang And Brother Liu Tour Taiwan－Part 1,6.0,1959-02-07,88,Comedy
22191,Alien Trespass,5.104,2009-04-03,90,"Action, Adventure, Comedy, Science Fiction, Horror"
32887,Legendary Weapons of China,6.868,1982-01-21,109,"Action, Comedy"
790133,Othenante makan,0.0,1970-08-14,157,"Drama, Action"
81250,"Elise, or Real Life",5.8,1970-11-25,104,"Comedy, Drama"
72408,The Fruit Machine,5.8,1993-09-30,103,Drama
35620,Chabelo y Pepito detectives,7.8,1974-02-14,84,"Adventure, Fantasy, Science Fiction, Drama"
297994,Noites de alface,7.5,2021-06-24,77,Drama
165650,Father's Kingdom,5.7,2017-11-11,96,Documentary
999629,Propavshiy chinovnik,0.0,1967-01-01,100,"Comedy, Mystery"
120686,GamerZ,4.8,2005-08-03,100,"Fantasy, Comedy, Romance"
31850,Sky High,6.313,2003-12-05,122,"Action, Horror, Adventure, Fantasy, Science Fiction"
102049,Angel's Flight,5.3,1965-01-01,77,"Crime, Drama"
894373,Only the River Knows,0.0,2012-09-30,84,"Adventure, Comedy, Family"
215133,Hole in the Forehead,3.5,1968-05-25,87,Western
205432,Hating Kapatid,3.5,2010-07-25,109,"Comedy, Romance"
782499,Hotwife Bound 2,0.0,2017-06-12,167,Fantasy
184583,Meet the Baron,4.0,1933-10-20,68,Comedy
528370,Tempted Subliminally By Gorgeous White Skin Of Airhead Sister-In-Law With Model-Like Proportions Marin Hinata,0.0,2022-03-08,120,Drama
113627,Payyans,4.6,2011-02-18,137,"Family, Drama"
99374,Police State IV: The Rise of FEMA,6.7,2010-04-20,141,Documentary
110610,La vida alrededor,5.2,1959-10-08,102,Drama
561814,The Origin of Miracles,0.0,2023-10-27,81,"Documentary, History"
981680,Jimmy Barnes Soul Deeper,0.0,2000-11-17,98,Music
56851,Secret of the Red Orchid,5.3,1962-03-01,84,"Crime, Thriller, Mystery"
1006042,Banking on Love,0.0,2021-06-01,94,Romance
242942,A Drunk Scorpion Will Sting Itself to Death,3.0,2020-04-30,76,"Crime, Drama"
435155,LIEB MICH! - Latin Gay Shorts Volume 5,0.0,2017-01-27,87,"Romance, Drama"
911039,Empire of Madness,0.0,1989-01-01,86,"Horror, Documentary"
124735,The Legend of Till,5.8,1977-11-14,296,"Adventure, History, TV Movie"
145654,The Teacher,4.25,2022-12-02,121,"Drama, Thriller"
192564,The Darker Side of Terror,7.0,1979-04-03,96,"Science Fiction, Horror, TV Movie"
184156,Barbed Wire,6.0,1991-08-01,90,Drama
21637,Female Prisoner Scorpion: Jailhouse 41,7.217,1972-12-30,90,"Action, Crime, Drama"
73619,Lynx,7.4,2022-01-19,82,Documentary
44766,Envy,6.063,2009-08-08,92,Drama
301654,Kudamattam,4.0,1997-05-09,189,"Romance, Comedy, Drama"
1019206,Bounty Hunter,0.0,2011-03-18,72,Action
41817,Mouth to Mouth,5.3,1995-11-10,106,Comedy
781649,The Mighty Atom,0.0,2017-09-01,74,Documentary
114186,Dirty,3.8,1998-01-19,94,"Comedy, Drama"
201659,Cannibal Cabin,4.0,2022-03-11,90,Horror
50126,High Kick Girl!,5.075,2009-05-30,81,"Adventure, Action"
860977,Deja Vu,0.0,1999-11-13,90,"Drama, Romance"
912238,Saudade?,0.0,2013-08-18,96,"Drama, Romance"
163442,Only on Mondays,6.3,1964-03-04,94,Drama
334911,Ruin and Rose,6.0,2016-09-16,65,Documentary
77272,The Jokesters,3.3,2015-07-21,80,"Comedy, Horror, Thriller"
232284,Citizen Jake,7.0,2018-03-10,137,Drama
768493,Almanzor's Rings,0.0,1977-06-09,61,"Romance, Family, Fantasy, Adventure"
277902,Messenger,6.0,1994-12-12,74,"Adventure, Drama, Crime"
692353,"All Must Live: People, Insects and Birds",0.0,1984-04-01,80,Documentary
192650,Las mujeres deciden,10.0,2017-04-06,60,Documentary
949271,Mama Drama,0.0,2020-10-01,105,Drama
18416,"Daddy, I'm a Zombie",6.959,2012-01-10,80,"Animation, Fantasy, Comedy"
295257,Le Grand Procès de Macron,8.0,2019-12-01,150,"Documentary, History, Comedy"
120839,Squeal,6.3,2022-08-19,85,"Comedy, Horror, Fantasy"
460278,L4 Lupus,0.0,2011-10-20,85,Drama
987961,Paris ou l’utopie perdue,0.0,2018-11-06,80,Documentary
257813,Rupture(s),5.0,1993-10-26,95,"Comedy, Drama"
130509,Jenny McCarthy's Dirty Sexy Funny,3.9,2014-02-14,60,Comedy
320938,Sponsor,1.0,2011-07-20,160,"Drama, Romance"
99097,Deadly Duo,6.1,1978-06-22,94,"Action, Drama"
47384,The First Wave,6.886,2021-11-19,94,"Documentary, History"
272252,Das Glück ist ein Vogerl,6.0,2020-12-16,90,"Comedy, Drama"
66581,Hard to Handle,6.667,1933-01-28,78,"Comedy, Romance"
244101,By Any Name,6.0,2017-01-01,90,"Action, Drama, Mystery"
25938,Captain Clegg,6.2,1962-06-13,82,"Adventure, Crime, Thriller, Horror"
62268,The Final Girl,4.7,2014-05-31,80,Drama
212783,Totem & Taboo,5.5,2011-09-22,113,"Thriller, Drama, Horror"
535857,The Land of Forgotten Songs,0.0,2024-03-13,93,Documentary
769167,Dicknado,0.0,2017-06-30,159,Horror
345347,My Brother Talks to Horses,6.0,1947-02-04,92,Comedy
152524,Flashfire,5.7,1994-09-15,88,"Crime, Action"
165812,"Hello, My Life!",6.7,2022-08-25,115,Comedy
230342,El Ataba Gazaz,7.0,1969-08-11,120,"Comedy, Fantasy, Music"
18526,Almost Human,4.655,2014-02-26,80,"Horror, Science Fiction"
705137,Incas: The New Story,0.0,2023-09-17,90,"Documentary, History"
114370,Bell Diamond,6.4,1986-03-17,96,Drama
22933,Psycho-Pass: Sinners of the System -  Case.1 Crime and Punishment,6.703,2019-01-25,60,"Animation, Science Fiction, Crime"
71585,WWE No Way Out 2007,8.4,2007-02-18,180,"Action, Drama"
936653,Shi no machi wo nogarete,0.0,1952-05-22,94,"Drama, War"
263997,Papa Pogi,9.0,2019-03-20,100,"Comedy, Romance"
26191,"All's Well, Ends Well",6.795,1992-01-25,100,"Comedy, Romance"
49461,Woodpeckers,6.1,2017-01-23,108,Drama
283344,Mullavalliyum Thenmavum,5.0,2003-12-19,128,Romance
725167,Plot,0.0,1989-08-05,104,"Drama, Crime"
129024,Pekka ja Pätkä pahassa pulassa,3.8,1955-12-02,73,Comedy
479692,Flesh for Fantasy,0.0,1994-01-01,87,"Fantasy, Comedy"
5537,Russian Dolls,6.63,2005-06-15,129,"Comedy, Drama, Romance"
352822,Accidental Expat,0.0,2023-04-27,96,"Drama, Family"
336680,The Showdown,2.0,2009-03-17,93,"Action, Western"
34403,Going to the Mat,6.889,2004-03-24,96,"TV Movie, Drama, Family"
42605,Split,5.84,2016-04-07,150,"Fantasy, Drama, Thriller, Crime"
197891,Karo und der liebe Gott,7.0,2006-08-04,94,Drama
194696,Hudred Buk$,4.0,2018-03-01,92,Comedy
10266,Love and Bullets,6.6,2017-08-01,133,"Music, Comedy, Romance, Crime"
921916,A Public Benefactor,0.0,1964-04-04,152,Drama
479886,Toya og Heidi,0.0,1957-11-25,61,Family
87030,Redeemed,2.9,2014-09-19,88,Drama
204297,Mexican Manhunt,5.8,1953-09-13,71,"Mystery, Crime"
162898,Shock: Evil Entertainment,6.0,1984-04-22,77,"Horror, Thriller"
816096,The Redtails,0.0,2018-08-01,89,"Adventure, Comedy"
169703,Chumpae,5.2,1976-06-26,145,"Action, Adventure"
138837,King of Burlesque,5.9,1936-01-03,90,"Drama, Music"
125810,Horrible Horror,7.0,1986-01-01,110,Documentary
56979,Ghosts of Abu Ghraib,7.5,2007-01-01,78,Documentary
836255,The Donkey-Eared Prince,0.0,1980-08-29,107,"Comedy, Fantasy"
38968,The Million Eyes of Sumuru,4.0,1967-05-05,80,"Action, Adventure, Crime"
70961,Hands Up!,6.909,2003-01-01,87,"History, Comedy, War"
400955,Green Desert,0.0,2012-06-14,60,Documentary
127919,Seven Hours to Judgment,4.2,1988-09-16,90,"Action, Crime, Drama"
45055,Shadows in an Empty Room,5.8,1976-03-09,100,"Drama, Thriller, Mystery"
166561,Cinematic Titanic: Santa Claus Conquers the Martians,8.3,2008-11-20,86,Comedy
988076,Rossini: Il Barbiere di Siviglia,0.0,2018-09-03,182,Music
51502,Minbo: the Gentle Art of Japanese Extortion,6.5,1992-05-16,123,"Comedy, Crime"
624791,570,0.0,2024-08-15,100,"Drama, History"
69051,Karate Bear Fighter,6.75,1975-12-27,87,"Action, Adventure"
268842,Thota Ramudu,4.0,1975-10-31,139,"Family, Drama"
303117,Apparel Designer,7.0,2020-01-10,98,Drama
86765,100 grams for Bravery,6.4,1977-05-23,75,Comedy
436615,Nazi Hate Rock,0.0,2006-11-09,60,"Documentary, Music"
49556,Drunk Bus,5.5,2021-05-21,101,"Comedy, Drama"
184121,One of Ours,8.0,2021-04-29,88,Documentary
1043181,Mother Mountain,0.0,2022-04-28,105,Drama
95356,Fiasco,3.714,2000-03-10,87,"Comedy, Drama"
172415,Beneath the Green,3.0,2023-01-27,81,"Science Fiction, Mystery"
898105,The New Angels,0.0,1962-04-12,95,Drama
854329,The Important Witness,0.0,1933-07-15,60,"Action, Adventure, Comedy, Drama, Crime"
99308,Balzac: A Life of Passion,4.6,1999-09-13,240,"Drama, Romance"
820785,Catch The Witch,0.0,2008-09-09,66,"Horror, Comedy"
4242,The Turning,5.813,2020-01-23,94,"Horror, Thriller"
412337,Joe Joyce vs. Bermane Stiverne,0.0,2019-02-23,300,Action
798178,Dawn of a Canvas,0.0,1961-07-01,69,Drama
13313,U.F.O.,4.342,2012-12-15,101,"Action, Science Fiction"
102752,Immortal Story,5.8,1986-11-06,95,"Drama, Romance"
114077,Aika hyvä ihmiseksi,5.6,1977-10-07,132,"Drama, Comedy"
621858,Rayil Payanangalil,0.0,1981-05-20,135,"Romance, Drama"
363435,Sector Balakot,0.0,2023-02-17,109,War
47064,It Came from the Water,5.8,2022-10-07,120,"Horror, Comedy"
107990,The Gunrunner,4.167,1983-01-01,92,"Crime, Drama"
519,Green Lantern,5.167,2011-06-14,114,"Adventure, Action, Thriller, Science Fiction"
811790,För hemmet och flickan,0.0,1925-03-16,67,Drama
56004,Fiona,5.406,1999-11-24,82,Drama
145518,Six Characters,7.5,2022-09-15,127,"Drama, Mystery, Thriller"
319436,Guruldayan Kalpler,7.0,2014-09-18,97,Comedy
65834,The Daughter,5.7,2016-10-17,89,Drama
410747,Living Afterwards: Words of Women,0.0,2003-10-29,105,Documentary
915432,Vallavanukkum Vallavan,0.0,2023-01-20,121,"Comedy, Action"
196391,Analog Human,2.5,2017-03-09,86,"Drama, Romance"
153973,Andreas Baader - Das Leben eines Staatsfeindes,5.3,2002-11-11,60,Documentary
609283,Bound for Brutality 2,0.0,2006-08-01,75,Horror
277835,Gangster No. 1,7.5,2019-06-03,91,Documentary
149880,"Motörhead : The Wörld Is Ours, Vol 2 - Anyplace Crazy as Anywhere Else",8.7,2012-10-02,134,Music
196762,Assjack: Gates of Hell,3.2,2006-01-01,120,"Documentary, Music"
621567,Fragrant Heart,0.0,2023-11-20,124,Drama
270594,Katwalk,6.0,2020-11-05,85,Documentary
1023092,Our Failures,0.0,1962-09-01,94,Drama
128243,Celts,6.8,2022-01-22,106,Drama
125710,Born Dead,5.8,2021-03-08,80,Horror
871695,"Disciple: Live, At Home, and On the Road",0.0,2007-02-13,120,"Music, Documentary"
155112,We're Going Separate Ways,5.0,1957-07-19,94,"Drama, Romance, War"
764006,Siberian Floating Hospital,0.0,2015-09-18,70,Documentary
176084,The Perfect Girlfriend,4.0,2015-11-02,85,"Thriller, TV Movie, Drama"
853122,Phantom of Snake,0.0,2000-04-13,80,Horror
142995,Wake the Witch,3.2,2010-09-28,114,"Horror, Thriller"
12027,We Summon the Darkness,5.376,2020-08-28,91,"Horror, Thriller"
888432,Hawkwind: The Chronicle of the Black Sword,0.0,1985-11-19,75,Music
985966,En tierras nuevas donde el oro abunda,0.0,1924-01-01,140,Documentary
115179,The Goalkeeper,9.6,1936-01-09,75,Comedy
1043428,"A Celebrity! Bikini Idol Top 4 Shoko Takahashi The Whole Best 3 Worth a Year, Permanent Edition",0.0,2021-11-12,720,Documentary
58009,Munch,8.1,2023-01-27,101,"Drama, History"
12663,Hyde Park on Hudson,5.334,2012-12-07,94,"Comedy, Drama, History"
162640,India Pakistan,5.3,2015-05-08,157,"Comedy, Romance"
757527,Champ for a Day,0.0,1953-08-15,90,"Crime, Comedy, Drama"
239004,Back to the Taj Mahal hotel,8.0,2017-11-19,70,Documentary
145941,Fool for Love,6.625,2010-01-17,100,"Romance, Comedy"
348257,The Adventures of Count Nevzorov,5.0,1983-05-06,79,"Drama, Comedy"
26673,High Heels and Low Lifes,5.972,2001-07-16,86,"Action, Crime, Comedy"
22408,Twelfth Night,6.817,1996-10-31,134,"Drama, Comedy, Romance"
81027,The Disciple,6.3,2013-09-26,93,"Thriller, Drama"
1032128,Tais & Taiane,0.0,2021-10-14,116,"Drama, Adventure, Family"
167987,The Sweet Requiem,7.2,2018-09-09,91,Drama
847024,Triple Impact,0.0,1993-06-02,90,Action
863199,The Hidden Way,0.0,1926-07-26,68,Crime
752657,Andava Kaanom,0.0,2020-12-31,116,Drama
527317,Strange Darling,0.0,2023-09-22,96,"Thriller, Horror"
214795,4 Mysterious Stories,6.5,2020-12-26,105,Mystery
219207,The Barman from 'Golden Anchor',6.8,1986-08-25,80,"Action, Adventure, Mystery"
86414,Casanova Variations,6.438,2014-08-21,118,"Drama, Music"
34980,Heleno,6.229,2011-09-12,116,"Drama, History"
775128,The Lord Takes a Bride,0.0,1957-04-02,86,"Adventure, Comedy"
221521,The Young Have No Time,5.0,1956-12-26,96,Drama
941819,Temptation,0.0,1982-08-14,113,"Romance, Drama"
532222,METAXA: listening to time,0.0,2012-01-01,87,Documentary
69992,Dancer and the Dame,5.045,2015-02-22,90,Comedy
49974,Yelling To The Sky,5.7,2011-03-11,94,Drama
883648,"Thelonious Monk Quartet at Salle Pleyel, Paris, 1969",0.0,2012-03-27,81,Music
844352,Death Do Us Apart,0.0,2014-05-22,90,"Horror, Comedy"
1031511,Museum of the Revolution,0.0,2022-01-24,91,Documentary
51861,The Lost Lotteries,6.895,2022-11-16,106,"Crime, Comedy"
528332,Seeto Marjaani,0.0,2022-03-25,102,Drama
127259,Clean Up,7.25,2019-12-19,104,Drama
253938,A June Rain,6.5,2017-11-02,96,Romance
197175,The Red Elvis,7.0,2007-02-13,90,Documentary
900742,Hawleys of High Street,0.0,1933-06-07,67,Comedy
841736,Reverse Seven,0.0,2014-12-05,82,Drama
829065,Unplugging Nightmare,0.0,2004-09-28,89,"Horror, Thriller"
48335,Dante's Inferno,6.2,2007-01-18,88,"Animation, Comedy"
361567,Trafficked,0.0,2023-03-11,77,Documentary
976851,Bandung Lautan Api,0.0,1974-03-12,126,"War, Action, Drama"
29066,Postman Pat: The Movie,5.0,2014-05-23,88,"Family, Comedy, Animation"
482048,Noah : le sens de la gagne,0.0,2022-05-20,109,Documentary
810827,3xFTM,0.0,2009-06-04,115,Documentary
274994,Gli Arcangeli,5.0,2008-01-18,87,Drama
20277,In Paris,6.149,2006-10-04,92,"Comedy, Drama"
127967,The Terror of Rome Against the Son of Hercules,5.5,1964-10-22,103,Adventure
884843,Willie Barcena: Deal With It,0.0,2009-05-05,70,Comedy
721382,"Silent Night, Fatal Night",0.0,2023-12-07,88,"TV Movie, Mystery"
763464,Number 17,0.0,1949-12-26,78,"Crime, Drama"
126168,Jackson Bazaar Youth,5.5,2023-05-19,111,"Comedy, Drama, Family"
18495,Born a Champion,7.082,2021-01-22,111,"Action, Drama"
589601,Vishal Tyagi: Modern Romance,0.0,2023-12-30,75,Comedy
125071,God Does Not Believe in Us Anymore,7.0,1982-05-24,110,"Drama, War"
244058,Milonga,2.0,2023-06-01,106,Drama
77124,Who Will Write Our History?,7.6,2018-07-21,95,"Documentary, History, War"
777732,¿Qué puede un cuerpo?,0.0,2014-12-18,70,Drama
153966,Poison Pen,6.3,2014-07-11,95,"Comedy, Romance"
326256,In the Name of Godfather,6.0,2003-06-12,108,"Comedy, Action"
94692,Fine Parts,7.9,1977-09-20,75,Comedy
138606,Anni Manchi Sakunamule,5.2,2023-05-18,155,"Comedy, Family, Romance"
286421,AAA Triplemanía XXX: Tijuana,2.0,2022-06-18,240,Action
14836,Captains Courageous,7.378,1937-06-25,115,"Adventure, Drama, Family"
14695,Play It to the Bone,5.624,1999-12-25,124,Comedy
26247,Lies & Illusions,4.0,2009-08-26,92,"Action, Comedy, Thriller"
831873,A Political Movie,0.0,2019-01-26,75,Drama
935286,Hostage,0.0,2001-02-28,100,Action
44421,Diamond Flash,6.479,2012-06-26,129,"Drama, Fantasy, Thriller"
214994,Joris and Boris,6.0,2012-07-17,70,Family
751610,Bossemans et Coppenolle,0.0,1938-12-02,84,Comedy
53843,Light in the Piazza,6.2,1962-02-07,102,"Drama, Romance"
73404,The Condemned,6.545,2013-06-27,80,"Crime, Documentary"
289653,The Mad Ones,6.0,2017-10-10,95,"Comedy, Drama"
112379,Exorcist Chronicles,2.7,2013-04-01,111,Horror
19044,We Are the Flesh,5.129,2016-02-02,79,"Drama, Horror, Fantasy"
522575,DP Cravings,0.0,2022-07-20,113,Drama
149029,"Seu Jorge: Músicas para Churrasco, Vol. 01",3.0,2012-11-20,74,"Music, Documentary"
205178,Londre,2.0,1966-12-29,120,"Comedy, Music"
354317,Bad Social,0.0,2023-03-23,106,"Science Fiction, Thriller"
100011,Rhys Nicholson: Live at the Athenaeum,7.5,2020-12-20,65,Comedy
793718,Eu Adoro Essa Cobra,0.0,1987-09-22,75,Drama
137934,Dennis Hopper: Uneasy Rider,5.8,2016-06-29,89,Documentary
20362,Buba,5.536,2022-08-02,94,"Comedy, Drama"
361211,Their Own Life,0.0,2023-04-01,80,Documentary
204792,The Honorable,4.0,2002-05-01,87,Action
756883,All of Her,0.0,2014-04-16,84,"Drama, Romance"
882705,Sado Tempest,0.0,2012-06-01,95,"Music, Fantasy"
258714,"No Panties And Deep Kiss Losing It To Her Temptations, We Fuck For An Entire Day Over And Over Even Though I Have Work. “Minami” And Her Amazing Love Minami Aizawa",10.0,2021-09-14,150,Drama
31231,The New Watchdogs,7.329,2012-01-11,100,Documentary
8870,BTS World Tour: Love Yourself - Japan Edition,9.172,2019-10-09,231,"Music, Documentary"
773228,Weird Al Yankovic at Blizzcon 2016,0.0,2016-11-06,120,Music
943397,Sex Advice,0.0,1974-05-02,95,Documentary
342857,Kandyland,1.0,1987-01-01,83,Drama
69255,Diner,6.75,2019-07-05,117,"Crime, Thriller, Action"
22771,Have Mercy on Us All,5.893,2007-01-24,116,"Thriller, Crime, Drama"
786877,"All Live, Olive",0.0,2017-07-13,92,Documentary
22792,The Mortal Storm,7.136,1940-06-20,100,Drama
296960,This is the President,6.0,2023-05-10,115,Documentary
181587,Dakini,5.0,2018-10-19,125,"Comedy, Thriller"
47355,D-Day the Sixth of June,5.136,1956-05-29,106,"Drama, Romance, War"
124957,The Final Scoop,5.2,1993-01-01,89,Thriller
939055,40 Years of Silence: An Indonesian Tragedy,0.0,2009-01-01,86,Documentary
107573,A Great Guy at Heart,5.8,1981-01-01,92,Comedy
559756,Bruma,0.0,2021-10-14,70,Documentary
496702,Let No Man Put Asunder,0.0,1921-07-18,74,Drama
837733,The Return of Johnny Wadd,0.0,1986-01-01,89,Crime
96660,Chance,6.9,2002-09-22,75,"Comedy, Drama"
339351,Time As Money,6.0,2014-10-04,71,Documentary
311802,Unheilig: Puppenspiel Live - Vorhang auf!,9.0,2008-10-03,119,Music
185224,Angry Sky,6.0,2015-06-08,77,Documentary
262156,5ive Must Die,2.0,2017-10-31,78,Horror
767406,Someone Else's Country,0.0,1996-04-18,107,Documentary
445527,Ah Girls Go Army Again,0.0,2022-06-23,120,"Comedy, Drama"
800380,Codename: Kyril,0.0,1988-03-29,208,"Drama, Action, Thriller"
124867,Master Minds,5.8,1949-11-27,64,Comedy
318470,Seinfeld 2: A XXX Parody,3.0,2010-08-02,112,Comedy
215077,Clark - en rövarhistoria,1.0,2020-01-04,79,Documentary
240982,Love Thy Neighbor,6.0,1998-03-31,84,Romance
26259,Nothing Funny,7.118,1996-02-02,95,"Comedy, Drama"
84029,Speak Up,7.8,2017-10-11,122,Documentary
288823,Anchorage,5.0,2023-06-16,81,"Drama, Crime, Thriller"
12503,Secret Sunshine,7.127,2007-05-17,143,Drama
646174,Khunje Berai,0.0,1971-09-24,131,Drama
153255,And So to Bed,5.7,1963-11-12,112,Comedy
151232,Sunset Sunrise,8.2,1973-04-29,141,"Drama, Adventure"
141233,Heroic,6.625,2023-09-21,88,"Drama, Thriller"
335688,Happenings with Alexandra,4.0,1989-01-01,90,Family
790365,Wire on the Box: 1979,0.0,1979-02-01,77,Music
85078,Passions,3.4,1994-02-04,112,Drama
55846,Kill or Be Killed,4.147,2016-03-01,103,"Thriller, Western, Horror, Mystery"
68600,I Dream Too Much,4.8,2016-06-21,91,"Drama, Comedy"
102387,More Than a Secretary,6.5,1936-12-10,77,"Comedy, Romance"
25940,Dead Man Running,5.875,2009-01-29,92,"Action, Crime, Drama, Thriller"
47366,Julieta Venegas: MTV Unplugged,8.1,2008-07-05,65,"Music, Documentary"
6995,Knockin' on Heaven's Door,7.66,1997-02-20,87,"Comedy, Crime"
228158,The Blue Horse,5.0,1984-06-01,93,"Fantasy, Family"
767320,Bázo,0.0,2003-09-12,100,Drama
85148,Fatal Desire,6.2,2006-04-03,82,"TV Movie, Thriller"
264711,Sorry Comrade,2.0,2021-10-25,94,Documentary
403929,Donna Summer - Live from New York,0.0,2008-01-01,64,Music
30750,Accused,6.7,2005-01-28,103,"Thriller, Drama"
118394,Empire,6.4,2023-04-20,93,"Drama, History"
111395,Compared To What: The Improbable Journey of Barney Frank,6.6,2014-04-27,87,Documentary
301445,C++,5.0,2019-11-01,100,"Crime, Drama, Thriller"
11853,Supercell,6.008,2023-03-17,100,Action
821526,Bagi-Bagi Dong,0.0,1993-07-15,86,Comedy
153449,Japanese Mom,7.0,2017-02-09,91,"Romance, Drama"
230978,House with 1000 Doors,5.0,2007-09-13,96,Horror
854441,Amelia Earhart,0.0,1976-10-25,150,"Drama, TV Movie"
80856,Shirin in Love,4.167,2014-03-14,104,"Comedy, Romance"
453395,High on Life,0.0,2022-07-20,92,Drama
